OBJECTID_1,FID_teocin,OBJECTID,FID_Maices,Id,IdEjemplar,Raza_prima,Complejo_r,Anhio_Cole,Periodo_Co,Estado,Municipio,Localidad,Altitud,longitude,latitude,NOMBRE,FID_region,PROVBIOB,id_pbiob,id_pbiobr
241,240,241,1021,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,"Sabinos, km 48.5 carretera Iguala-Teloloapan",1280,-99.94016667,18.37497222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
242,241,242,447,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Crucero El Guamuchil (Carr. Teloloapan-Arcelia),1340,-99.97666667,18.37611111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
243,242,243,389,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,GENERAL CANUTO A. NERI,El Cruztel,987,-100.1416667,18.38361111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
244,243,244,66,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,GENERAL CANUTO A. NERI,"Acapetlahuaya-Amates Grandes, Km 40 Teloloapan-Arcelia",1150,-100.0666667,18.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
245,244,245,218,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,GENERAL CANUTO A. NERI,"Acapetlahuaya-Km 38 Teloloapan-Arcelia, casi El Texcal",1200,-100.0666667,18.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
246,245,246,117,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Ixcapuzalco-Zacatlancillo,1720,-99.96666667,18.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
247,246,247,390,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,GENERAL CANUTO A. NERI,Crucero Amates Grandes,1077,-100.1288889,18.38583333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
248,247,248,837,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TELOLOAPAN,Totoapa,1050,-99.68333333,18.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
249,248,249,852,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TELOLOAPAN,Totoapa,1050,-99.68333333,18.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
250,249,250,1053,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,IXCAPUZALCO,"Pochote, desviación Pachivia-Ixcapuzalco a 3.5 km",1610,-99.86680556,18.38636111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
251,250,251,1039,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,BUENA VISTA DE CUELLAR,"Buena Vista, km 52 hacia Platanillo, carretera México-Cuernavaca",1037,-99.49594444,18.38558333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
252,251,252,1049,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,"Xaloctoc, km 26 de carretera Iguala-Teloloapan",1094,-99.6795,18.38927778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
253,252,253,541,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Villa de Ayala,1680,-100.0297222,18.39638889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
254,253,254,1018,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,ACAPETLAHUAYA,Ceibitas,1383,-100.0849444,18.40005556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
255,254,255,1038,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,IGUALA DE LA INDEPENDENCIA,"Platanillo, km 54 Iguala a Cuernavaca ± 1.0 km después de Platanillo.",898,-99.49694444,18.39211111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
256,255,256,64,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,"Ixcapuzalco-Ranchos Nuevos, Km 25 Teloloapan-Arcelia",1620,-99.96666667,18.4,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
257,256,257,867,0,0,Tripsacum bravum,Tripsacum,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Rancho Nuevo,1600,-99.96666667,18.4,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
258,257,258,63,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,"Alcholoa, Km 11 Teloloapan-Arcelia",1465,-99.9,18.4,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
259,258,259,217,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,"Alcholoa, Km 11 Teloloapan-Arcelia",1450,-99.9,18.4,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
260,259,260,542,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Alpixafia,1457,-99.8975,18.40694444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
261,260,261,748,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Teloloapan,1577,-100.0097222,18.40861111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
262,261,262,1019,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,ACAPETLAHUAYA,"Rancho Nuevo, saliendo de Rancho Nuevo a Arcelia (unos 500 m)",1585,-100.0093611,18.40944444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
263,262,263,448,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,"Ranchos Nuevos, Camino Cacahuatlán-Lidice",1640,-100.0061111,18.41638889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
264,263,264,391,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,"Zacatlancillo (km 80 Carr. 51, cerro El Chivo)",1746,-99.9675,18.41666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
265,264,265,547,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Km 68 Iguala-Arcelia,1700,-99.87361111,18.41666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
266,265,266,392,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Km 72.5 Iguala-Arcelia (Ca. Alcholoa),1560,-99.92138889,18.41777778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
267,266,267,747,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,Xalostoc,1577,-99.75,18.41666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
268,267,268,1050,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,"Km 32 Iguala-Teloloapan, 2 km antes de Xalostoc",1335,-99.71297222,18.42052778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
269,268,269,1020,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,IXCAPUZALCO,"Pochote, a 3 km después del Pochote",1648,-99.94016667,18.42480556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
270,269,270,395,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,TELOLOAPAN,Km 1 El Pochote-Ixcapuzalco,1637,-99.93972222,18.42722222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
271,270,271,1051,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,Km 35.5 Iguala-Teloloapan,1445,-99.73841667,18.43097222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
272,271,272,1052,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,2 km después de Teloloapan,1540,-99.73716667,18.43213889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
273,272,273,1048,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TELOLOAPAN,De 2 a 3 km después de Mezcaltepec hacia Taxco,1120,-99.62991667,18.43375,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
274,273,274,769,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Campusano,1150,-99.58333333,18.43333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
275,274,275,800,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Campusano,1150,-99.58333333,18.43333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
276,275,276,1040,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,AMACUZAC,"Casahuatlán, km 41 Buenavista de Cuellar-Iguala, delante de la quebradora 1.0 km carretera Iguala-Cuernavaca km 41",1100,-99.46480556,18.44077778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
277,276,277,60,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,Km 7 Ixcateopan-Pachivia,1500,-99.8,18.46666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
278,277,278,400,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Colonia Moctezuma (km 23 Arcelia-Amatepec),870,-100.2261111,18.485,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
279,278,279,544,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Crucero a Llano de la Merced,1707,-99.89805556,18.49277778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
280,279,280,397,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTÉMOC,Km 1 Ixcateopan-Pachivia,1730,-99.79222222,18.4925,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
281,280,281,545,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Llano de la Merced-Ixcapaneca (km 1),1585,-99.90416667,18.49666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
282,281,282,394,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASCENCIO ALQUISIRAS,Llano de la Merced-Ixcapaneca (km 2),1524,-99.90944444,18.5,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
283,282,283,215,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,"Ixcateopan, La Tranca",1920,-99.8,18.5,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
284,283,284,59,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,"Ixcateopan, La Tranca",1795,-99.78333333,18.5,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
285,284,285,183,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTEMOC,Ixcateopan,1890,-99.78333333,18.5,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
286,285,286,396,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,IXCATEOPAN DE CUAUHTÉMOC,Ixcateopan (salida a Taxco),1891,-99.78444444,18.50444444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
287,286,287,393,0,0,Balsas,Zea mays subsp. Mexicana,0,0,GUERRERO,PEDRO ASENCIO ALQUISIRAS,Ixcapuzalco (Piedras Anchas),1720,-99.89166667,18.51833333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
288,287,288,770,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Minas Viejas,1450,-99.6,18.51666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
289,288,289,814,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Minas Viejas,1450,-99.6,18.51666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
290,289,290,862,0,0,Tripsacum bravum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Taxco,1520,-99.60369444,18.51952778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
291,290,291,549,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Cruz del Norte,1000,-100.2336111,18.545,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
292,291,292,403,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Cuadrilla Nueva (ca. San Pedro Limón),651,-100.3319444,18.55222222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
293,292,293,401,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Santa Ana Zicatecoyan (Col de la Papaya),1026,-100.2230556,18.56222222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
294,293,294,550,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Corral de Piedra,1100,-100.2405556,18.56944444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
295,294,295,860,0,0,Tripsacum bravum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Taxco,1805,-99.59569444,18.57269444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
296,295,296,861,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCON,Taxco,1805,-99.59569444,18.57269444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
297,296,297,1041,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,MICHAPA,"Grutas, 1 km después del Cristo, Morelos antes de Casahuatlán y muy cerca de Amacuzac",1120,-99.40233333,18.57044444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
298,297,298,1047,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,"Mezcaltepec, después de la caseta del libramiento a Taxco, en una cárcava en ambos lados de la carretera",1750,-99.57586111,18.58388889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
299,298,299,1046,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,0.5 km antes de llegar a la desviación a Cuernavaca y Taxco,1187,-99.51441667,18.59255556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
300,299,300,402,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TLATLAYA,Las Parotas-San Francisco de Asís,834,-100.2719444,18.61027778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
301,300,301,552,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,Palmar Chico-El Aguacate,810,-100.3833333,18.63333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
302,301,302,80,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,7 Km sur Palmar Chico,980,-100.35,18.63333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
303,302,303,196,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,Km 8 sur de Palmar Chico,849,-100.35,18.63333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
304,303,304,404,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,Huixtitla,1008,-100.3566667,18.64055556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
305,304,305,1045,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,Km 117 después de Cacahuamilpa a Taxco,1187,-99.51441667,18.66675,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
306,305,306,1043,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,"Mogote, 2 km antes de llegar a las grutas de Cacahuamilpa por Michapa",1158,-99.49569444,18.66816667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
307,306,307,81,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,Palmar Chico,980,-100.4,18.68333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
308,307,308,219,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,Palmar Chico,940,-100.4,18.68333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
309,308,309,1044,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,"Cacahuamilpa, carretera Toluca-Iguala del Mogote a Cacahuamilpa, km 110 ± hasta km 114, termina al llegar a Cacahuamilpa que ésta en el km 115",1475,-99.53441667,18.68233333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
310,309,310,551,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,Palmar Chico (Cerro al Oeste),800,-100.3683333,18.69444444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
311,310,311,82,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,El Aguacate,1100,-100.3166667,18.7,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
312,311,312,220,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,El Aguacate,1100,-100.3166667,18.7,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
313,312,313,1042,0,0,Tripsacum sp,Tripsacum,0,0,GUERRERO,TAXCO DE ALARCÓN,"Cacahuamilpa, ± 2.0 km después de Michapa hacia las grutas de Cacahuamilpa",1166,-99.48613889,18.68866667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
314,313,314,67,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,"La Tiringucha, Km 18 Huetamo-Morelia",670,-100.9666667,18.71666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
315,314,315,83,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,Pueblo Nuevo-El Sitio,1100,-100.3166667,18.75,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
316,315,316,411,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,Km 6 Pueblo Nuevo-El Sitio (San Lucas Pueblo Nuevo),737,-100.3102778,18.76138889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
317,316,317,553,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,El Sitio-El Jumate,745,-100.3052778,18.77277778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
318,317,318,150,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Crucero Puertas de Chiripio,653,-100.9333333,18.78333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
319,318,319,191,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,TEJUPILCO,"Crucero San Juan Tizapán, cerca Las Anonas",808,-100.3333333,18.78333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
320,319,320,564,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,Las Anonas,729,-100.3638889,18.78861111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
321,320,321,149,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,"Quenchendio, Km 151.5 Zitácuaro-Huetamo",635,-100.9333333,18.8,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
322,321,322,92,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,TEJUPILCO,Las Anonas,980,-100.3833333,18.8,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
323,322,323,414,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Quenchendio,631,-100.9461111,18.805,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
324,323,324,195,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,AMATEPEC,Km 132 Toluca-Altamirano,849,-100.2833333,18.8,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
325,324,325,285,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Quenchendio,655,-100.9541667,18.80888889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
326,325,326,93,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,"Quenchendio, Km 24 Huetamo-Morelia",740,-100.9666667,18.81666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
327,326,327,148,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,"El Potrero, Km 145.5 Zitácuaro-Huetamo",654,-100.9,18.81666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
328,327,328,412,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,AMATEPEC,Km 130 Toluca-Altamirano (ca. Pinzanes),815,-100.2983333,18.81138889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
329,328,329,224,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Eréndira,710,-100.9,18.83333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
330,329,330,284,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Eréndira,647,-100.9363889,18.83416667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
331,330,331,288,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Eréndira,1219,-100.9363889,18.83416667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
332,331,332,192,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,TEJUPILCO,Salitre-Monte de Dios,958,-100.2333333,18.83333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
333,332,333,563,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,Km 118-119 Tejupilco-Altamirano,955,-100.2386111,18.84277778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
334,333,334,94,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"Las Juntas, Km 43 Huetamo-Morelia",720,-100.9,18.85,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
335,334,335,20,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"La Crucita, Km 135 Zitácuaro-Huétamo",609,-100.85,18.85,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
336,335,336,19,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"El Guayabo, Km 132.5 Zitácuaro-Huetamo",555,-100.8333333,18.85,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
337,336,337,444,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,ex-Hacienda San Miguel Ixtapan (Carretera a Amatepec),1257,-100.1627778,18.84611111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
338,337,338,194,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MÉXICO,TEJUPILCO,Km 119 Toluca-Altamirano,1015,-100.2333333,18.85,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
339,338,339,410,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,"Km 116, Toluca-Altamirano (Plaza de Gallos-Las Juntas)",1012,-100.2388889,18.85388889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
340,339,340,441,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,La Barranca de Ixtapan(Camino de Terracería),1229,-100.1630556,18.85777778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
341,340,341,151,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,CARACUARO,"Cuirindalillo, Km 142 Huetamo-Carácuaro",697,-100.95,18.86666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
342,341,342,282,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Peña Prieta,540,-100.8725,18.86694444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
343,342,343,283,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,HUETAMO,Peña Prieta,540,-100.8725,18.86694444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
344,343,344,442,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MEXICO,TEJUPILCO,Santa Rosa (Ejido),1280,-100.1511111,18.86805556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
345,344,345,831,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,GUERRERO,TETIPAC,Cacahuamilpa,1600,-99.78333333,18.86666667,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
346,345,346,95,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO,"La Ceibita, Km 50 Huetamo-Morelia",660,-100.8166667,18.88333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
347,346,347,280,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,La Ceibita,540,-100.8433333,18.88444444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
348,347,348,281,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,La Ceibita,540,-100.8433333,18.88444444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
349,348,349,279,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,El Rodeo,543,-100.7922222,18.88805556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
